Number of Television,Number of Car,Number of Stove with Oven/Gas Range,House Floor Area,House Age,Number of bedrooms,Electricity,Total Number of Family members,Total number of family members employed,Household Head Sex,Household Head Age,Agricultural Household indicator,Total Household Income,Total Food Expenditure,Medical Care Expenditure,Education Expenditure,Housing and water Expenditure,Miscellaneous Goods and Services Expenditure
2,0,0,120,29,3,1,6,1,Male,67,0,29.4886,9.9592,0.09,0.275,4.212,1.0698
1,0,0,35,13,1,1,1,1,Male,55,1,4.2265,2.7599,0.005,0,0.93,0.1158
1,0,0,35,11,1,1,4,1,Male,25,1,15.9545,3.0457,0.0332,0,1.149,0.2352
1,0,0,35,12,2,1,4,0,Female,59,0,11.0775,5.4801,0.0055,0,0.9648,0.2832
0,0,0,35,1,2,1,3,0,Male,76,1,17.4155,5.3155,0,0.037,2.142,0.2718
1,0,0,56,9,2,1,4,1,Male,68,0,34.9579,6.3465,0,0.02,2.5782,2.832
1,0,0,40,26,2,1,2,1,Female,28,0,10.4895,4.6226,0.0035,0.06,1.8,0.405
1,0,0,40,23,2,1,4,2,Male,48,0,15.7759,7.6577,0.015,1.5026,1.9158,0.5718
1,0,0,50,25,4,1,2,0,Male,76,0,10.3545,5.1053,0.12,0,2.1492,0.4938
1,0,0,35,30,2,1,4,1,Female,63,0,20.8074,8.9924,0.092,0.18,2.364,1.1418
1,0,0,40,20,2,1,7,2,Male,56,0,16.4464,7.4331,0.01,0.035,1.56,0.7254
0,0,0,45,35,2,1,5,2,Female,75,0,14.5666,7.9612,0.013,0.052,1.308,0.4614
0,0,0,35,29,1,1,5,1,Male,59,0,15.8977,9.4207,0.062,1.23,1.9404,1.362
1,0,0,50,11,2,1,4,2,Male,55,0,15.8061,6.8256,0.017,0.111,2.742,1.1466
1,0,0,55,8,2,1,3,0,Male,78,0,16.7888,8.7262,0.013,0.056,4.242,1.218
1,0,0,35,33,1,1,5,1,Female,39,1,12.5284,7.9565,0.0109,0.241,2.1918,0.5874
1,0,0,50,17,2,1,3,3,Female,62,0,18.377,8.3931,0.335,0,2.9736,0.765
1,0,0,60,34,3,1,7,4,Male,68,0,52.1338,14.5444,0.156,0.065,5.4726,1.929
0,0,0,40,55,2,1,8,3,Male,54,1,15.7183,8.5129,0.006,0.026,1.4994,0.555
1,0,0,96,10,3,1,1,0,Male,49,0,16.2125,4.2476,0,0,4.608,0.3138
0,0,0,40,33,1,1,3,1,Male,66,1,9.4526,6.3345,0.1005,0,1.2606,0.4416
0,0,0,50,34,1,1,3,0,Female,55,0,15.3195,4.8842,0.2925,0,2.178,0.948
1,0,0,30,11,1,1,4,0,Male,36,0,19.381,9.0109,0.005,0.303,2.292,0.9252
0,0,0,30,35,1,0,7,5,Male,46,0,18.2344,6.4202,0.0075,0.047,1.08,0.4014
1,0,0,100,48,3,1,1,1,Male,57,0,33.6128,7.782,0.36,0,3.558,5.3028
1,0,0,48,9,1,1,5,3,Male,34,0,23.768,8.2489,0.576,0.0235,2.2998,0.7158
0,0,0,35,32,2,1,5,1,Male,84,0,8.2946,5.2483,0.0438,0.05,0.5226,0.1644
1,0,0,40,9,2,1,6,3,Female,45,0,18.4632,8.7241,0.0398,0.0475,2.274,0.9348
1,0,0,35,24,3,1,2,0,Male,66,0,11.5317,6.9449,0.3625,0,1.2468,0.5934
1,0,0,15,35,2,1,2,0,Male,79,1,8.3838,7.5192,0.4429,0,1.0434,0.1428
0,0,0,20,15,2,1,1,0,Male,67,0,20.6668,3.1191,10.6197,0,1.6824,0.0984
1,0,0,50,7,1,1,3,1,Male,35,0,10.0004,5.4876,0.0253,0.0623,1.6446,0.243
1,0,0,50,7,2,1,6,1,Male,34,0,8.8411,6.8155,0.0514,0.078,0.873,0.159
0,0,0,25,6,0,1,6,1,Male,35,0,9.8304,7.4987,0.0931,0.042,0.84,0.1476
1,0,0,25,10,1,1,6,2,Male,43,1,13.6952,8.5602,0.0707,0.1235,1.1358,0.3054
0,0,0,40,10,2,1,6,4,Female,50,0,14.447,9.2963,0.4423,0.131,0.9396,0.6402
1,0,0,30,48,3,1,6,1,Female,81,0,7.9984,6.3509,0.5367,0.013,1.404,0.1524
1,0,0,20,10,1,1,3,2,Male,36,0,9.8648,4.5052,3.174,0.0075,0.774,0.2076
1,0,0,20,25,1,1,2,0,Male,58,0,7.126,5.2127,0.0422,0,1.9596,0.1596
1,0,0,20,20,2,1,4,1,Male,42,0,14.0033,7.0216,0.2102,2.9284,2.0238,0.177
2,0,1,120,13,3,1,6,2,Female,62,0,82.1833,16.9516,0.334,6.47,7.3428,7.665
1,0,0,20,8,1,1,6,0,Male,42,0,16.3014,7.3984,0.0352,2.3584,2.136,0.198
0,0,0,30,10,1,1,5,1,Male,42,0,8.19,3.8816,0.0122,0,1.953,0.2646
1,0,0,30,15,2,1,5,1,Male,38,1,4.616,2.6523,0.021,0.0125,0.492,0.6408
0,0,0,45,11,4,1,8,2,Male,52,1,9.033,3.9671,0.0573,0.299,0.7548,0.5862
0,0,0,36,15,1,1,2,0,Female,71,0,3.4935,1.5426,0.0416,0,1.1298,0.1104
1,0,0,154,13,2,1,2,0,Male,38,0,4.5482,2.0933,0.029,0,1.56,0.4482
0,0,0,24,15,2,1,5,1,Male,42,1,8.0651,3.8096,0.0231,0.395,0.6822,0.4764
1,0,0,38,13,3,1,4,1,Male,41,0,10.9764,5.5981,0.0518,0.7596,1.767,0.7884
1,0,0,80,14,3,1,5,1,Male,41,0,33.5426,8.7341,0.11,0.907,2.61,1.0686
1,0,1,200,22,4,1,5,1,Male,44,0,38.4167,8.8383,0.2114,5.12,5.37,2.733
0,0,0,35,25,2,1,5,1,Male,68,0,12.2035,5.7017,0.0545,0,2.28,0.4074
1,0,0,120,24,2,1,3,2,Female,53,0,13.515,5.4466,0.2476,0,1.005,0.672
0,0,0,30,24,1,0,1,0,Male,31,0,7.9815,2.3415,0.004,0,0.822,0.318
1,0,0,70,11,2,1,5,1,Male,60,1,12.7335,4.6409,0.0716,0.4045,1.503,1.002
1,0,0,19,7,2,1,2,0,Male,76,0,5.9458,1.8329,0.5068,0,2.898,0.3678
1,0,1,30,33,3,1,5,1,Male,68,0,17.2268,8.4121,0.0358,0.003,2.5866,1.113
1,0,0,50,45,1,1,4,0,Male,85,0,8.951,3.6762,1.2866,1.408,3.1086,0.1956
1,0,0,23,15,1,1,5,1,Male,45,0,25.907,7.1421,0.0304,1.1,2.4,0.3726
0,0,0,30,40,3,1,4,0,Male,62,0,5.6966,4.7421,0.0339,0.0185,1.4454,0.0738
1,0,0,23,7,1,1,4,1,Male,40,0,20.8273,8.9519,0.1013,2.891,1.281,0.4338
0,0,0,12,15,1,0,4,1,Male,67,1,4.0444,2.741,0.0684,0.053,1.107,0.0804
0,0,0,20,11,1,0,8,1,Male,57,1,6.1523,4.8394,0.5748,0.145,1.284,0.1998
0,0,0,30,16,1,0,8,1,Male,52,1,13.3156,7.5078,0.0147,0.095,1.236,0.213
1,0,0,30,7,2,1,7,1,Male,58,1,14.4686,9.5437,0.0174,2.53,1.659,0.4998
0,1,0,35,15,1,1,5,0,Male,65,1,30.3605,5.858,0.4255,0.015,1.095,0.2766
1,1,0,39,10,3,1,6,2,Male,46,0,35.841,7.2599,0.0117,6.79,1.926,0.3744
0,0,0,15,15,1,0,7,2,Male,46,1,7.1898,5.6792,0.0105,0.095,0.768,0.081
0,0,0,20,10,1,1,3,0,Male,54,1,4.817,3.4757,0.0096,0.03,0.8772,0.096
0,0,0,13,11,1,0,5,1,Male,41,1,6.8145,6.2982,0.014,0.063,1.176,0.141
1,0,0,5,4,1,1,1,0,Male,39,0,5.448,2.7377,0.001,0,1.5252,0.2142
1,0,0,210,12,2,1,2,0,Male,74,0,9.5228,4.6023,0.2088,0,1.4106,0.303
0,0,0,18,25,2,1,2,1,Female,62,0,7.692,3.6802,0.0427,0,1.4676,0.6084
1,0,0,15,5,2,1,7,2,Male,52,0,20.0648,9.9634,3.7002,0.05,3.4764,1.4898
1,0,0,28,22,3,1,12,1,Male,73,0,12.7332,8.6786,0.1649,0.075,2.7636,0.69
1,0,0,12,38,2,1,7,1,Female,64,0,16.3508,11.1789,0.9554,0.128,2.652,1.0002
1,0,0,9,37,1,1,3,1,Female,67,0,13.3016,5.0479,0.359,0,1.23,0.2658
1,0,1,17,31,2,1,8,3,Male,49,0,47.8701,11.866,0.2848,4.9075,5.7714,2.3016
1,0,0,18,19,2,1,7,3,Male,48,0,13.1699,10.3235,0.2065,0.1,2.109,0.4446
0,0,0,12,7,1,1,5,2,Male,53,0,17.6618,8.3044,2.252,0.122,2.541,1.3632
1,0,0,15,13,1,1,4,1,Male,41,0,17.3995,7.5876,0.2474,0.2079,3.1998,1.6632
1,0,0,16,15,2,1,6,1,Male,42,0,23.31,13.2484,0.0135,0.1595,3.3198,0.771
1,1,1,40,19,1,1,1,0,Male,54,0,29.7366,10.3494,0.6372,0,3.081,1.7064
1,0,1,45,17,3,1,4,0,Male,58,0,20.1271,8.2453,0.8111,0,4.2252,2.2896
1,1,1,40,15,2,1,5,3,Male,55,0,87.9038,15.6084,0.4236,1.435,5.3106,3.3888
1,0,1,40,20,2,1,7,3,Female,69,0,39.744,17.0599,0.3325,0.04,3.8184,2.3586
1,0,0,40,21,2,1,2,0,Female,18,0,34.2207,7.4885,3.3538,7.7,5.4636,1.5168
1,0,0,40,12,2,1,8,4,Male,60,0,71.8238,18.0371,0.1452,1.135,3.8676,3.4854
1,0,1,40,20,1,1,3,1,Female,66,0,12.414,5.7186,0.2747,0,3.6474,0.3432
2,0,1,40,22,3,1,4,2,Male,43,0,51.19,16.6848,0.5173,0.257,7.0392,2.9682
2,0,2,45,16,3,1,3,1,Female,39,0,27.5938,10.4699,1.154,5.8,3.7656,1.5318
1,0,1,80,20,3,1,4,2,Male,52,0,110.7119,12.2507,1.5052,7.38,6.582,7.0896
1,0,0,40,13,2,1,3,1,Female,69,0,32.7272,11.6225,2.9075,5.2,4.3074,1.1118
1,0,1,40,25,2,1,2,1,Female,60,0,24.28,6.7405,0.5482,1.16,4.0962,1.5174
1,1,1,80,13,3,1,5,2,Male,44,0,64.7108,16.2785,0.4642,0.465,6.774,3.7536
1,0,1,80,9,2,1,2,1,Female,42,0,35.2952,9.3499,0.0804,1.22,6.147,2.586
1,0,1,40,15,2,1,2,2,Male,27,0,21.235,5.8678,0.0328,0,3.8634,1.6236
2,2,1,100,10,3,1,5,0,Male,50,0,75.5,16.7138,0.2561,0.7,12.354,1.9788
1,0,1,40,15,3,1,6,1,Male,62,0,29.718,12.934,0.3892,0.205,5.8134,1.8636
1,0,1,40,20,2,1,4,1,Male,41,0,24.3548,12.1377,0.0285,1.54,3.2232,2.445
1,0,1,40,10,2,1,5,1,Male,41,0,37.577,12.0955,1.572,6.99,3.555,1.5054
1,0,0,16,14,1,1,1,1,Male,43,1,5.0722,3.2554,0,0,0.8088,0.132
0,0,0,12,8,1,0,1,1,Female,32,1,3.0367,1.7618,0.008,0,0.957,0.1116
1,0,0,18,7,2,1,4,2,Male,25,0,15.2834,9.4653,0.6654,0.061,1.1328,0.444
1,0,0,18,13,2,1,4,0,Male,78,0,9.2243,3.7572,3.8221,0.225,0.9642,0.3408
1,0,0,20,15,1,1,5,2,Male,35,1,8.5409,4.305,0.0552,0.091,1.4136,0.5322
1,0,0,18,18,2,1,3,1,Female,61,0,6.794,3.2955,0.124,0.046,1.5528,0.4362
0,0,0,20,6,2,1,6,1,Male,32,0,10.8468,7.5333,0.0505,0.1326,1.0836,0.5574
2,0,1,150,15,4,1,6,2,Female,51,0,37.096,10.3719,0.1076,0,4.0308,2.061
0,0,0,30,29,1,1,3,1,Female,70,0,9.0946,5.2563,0.2008,0.049,1.2336,0.354
0,0,0,20,6,1,1,1,0,Female,70,0,2.3253,1.5129,0.0725,0,0.4938,0.1596
1,0,0,40,9,3,1,7,5,Male,59,0,17.2427,11.8463,0.074,0.071,1.6044,0.4728
0,0,0,38,17,2,1,4,3,Male,59,0,5.9415,3.5895,0.2524,0.05,1.1952,0.1512
1,0,0,25,10,2,1,4,1,Male,45,0,10.6323,5.1626,0.034,0.025,1.3932,1.5696
1,0,0,20,17,2,1,6,3,Male,55,0,22.1671,12.4464,0.054,0.225,1.587,1.8966
1,0,0,22,12,1,1,6,0,Male,52,0,9.5212,7.233,0.268,0.362,1.7034,0.876
1,0,0,20,5,1,1,4,0,Male,35,0,8.9356,4.5735,0.228,0.111,1.89,0.756
1,2,0,50,30,3,1,5,3,Male,43,0,157.0874,22.063,4.098,4.4772,9.1866,6.0936
1,1,1,200,9,4,1,2,0,Female,78,0,96.355,3.4879,1.063,0,22.2258,0.66
1,0,0,25,47,3,1,2,1,Male,58,0,11.5208,5.4891,0.5745,0,2.4924,0.744
2,0,1,90,13,2,1,2,1,Female,39,0,71.4506,14.4639,8.325,4.7,18.1926,7.5618
0,0,0,22,14,1,0,5,2,Male,49,0,9.2319,6.9082,0.1675,0.43,0.87,0.1404
2,2,0,80,21,3,1,5,2,Male,56,0,68.1291,11.0989,0.645,4.36,20.6778,0.918
1,1,1,45,23,3,1,4,2,Male,60,0,104.468,17.0469,0.85,8.34,14.448,4.7124
1,0,0,60,15,4,1,3,1,Female,65,0,37.95,8.0405,1.01,0,17.0376,2.4
1,0,0,36,16,3,1,7,2,Male,50,0,34.241,10.5485,3.009,0.985,4.56,3.0084
1,0,0,42,15,3,1,3,1,Male,62,0,23.4774,7.1125,1.9251,0,5.4816,1.413
1,0,0,30,15,3,1,6,2,Male,56,0,31.0538,9.5994,2.177,1.2,5.31,3.0834
1,0,0,15,15,0,1,10,4,Male,46,0,13.082,9.7088,0.1435,0.25,1.26,0.534
1,0,0,80,13,3,1,6,1,Male,40,0,32.3633,13.5102,2.4436,0.275,6.456,2.7144
1,0,0,25,15,1,1,3,1,Male,79,0,11.226,4.936,0.279,0,1.308,0.8856
1,0,0,32,15,2,1,10,0,Male,42,0,38.0868,25.5846,0.3396,0.512,6.1314,1.2378
1,1,1,80,5,3,1,4,0,Male,56,0,24.192,5.6243,0.5392,0.139,4.3794,0.9084
1,0,0,80,13,2,1,5,3,Male,50,0,10.8593,5.572,0.0405,0.8145,1.0194,1.0758
1,0,0,20,5,1,1,5,2,Male,51,0,16.4268,8.603,0.0441,0.0835,1.725,1.1814
0,0,0,80,23,2,1,4,3,Male,48,0,23.0644,7.7006,0.238,0,1.7028,1.6206
1,0,1,56,23,2,1,5,0,Male,50,0,28.7585,15.3658,0.0912,3.25,5.4786,1.1952
1,1,1,85,32,4,1,6,0,Female,62,0,29.45,12.1076,0.6,3.1246,5.25,2.0478
1,0,1,50,6,2,1,6,1,Male,53,0,14.1098,6.9811,0.0108,0.42,3.426,0.9576
0,0,0,32,24,2,0,4,1,Female,46,0,17.628,6.5935,1.242,4.034,3.9678,0.4032
0,0,0,30,45,1,0,4,1,Male,75,0,6.7506,3.9894,0.0076,0.08,0.8208,0.2808
0,0,0,25,13,1,1,2,1,Male,51,0,9.3432,3.2139,0.0225,0,1.2456,0.405
0,0,0,80,35,1,0,1,1,Male,20,0,7.198,1.4529,0.0298,0,2.3148,0.351
1,0,0,15,4,1,1,5,0,Male,30,0,8.492,5.5045,0.0435,0.09,1.386,0.7158
1,0,1,40,9,2,1,3,1,Male,65,0,15.96,9.568,0.059,0.2248,3.027,0.8994
1,0,0,21,25,2,1,6,1,Male,55,0,16.2948,6.9812,0.1945,0.4575,1.557,1.2258
0,0,0,29,20,2,1,3,2,Female,68,0,16.8226,9.9627,0.143,0.181,2.7168,1.9026
1,0,1,20,26,2,1,2,0,Male,60,0,7.6769,3.541,0.6584,0,2.1276,0.5394
1,0,0,25,4,3,1,4,1,Male,51,0,13.9057,4.2834,0.3654,1.9,3.1944,0.8496
1,0,0,35,17,2,1,9,3,Male,64,0,35.0128,10.9248,0.1463,0.075,4.1448,2.4342
1,0,0,27,18,2,1,11,4,Male,75,0,27.7911,13.9049,0.3416,0.131,6.3348,1.4964
1,0,0,15,7,1,1,2,1,Female,59,0,6.8429,4.9817,0.1598,0.055,1.3188,0.4692
1,0,0,22,31,2,1,6,4,Male,63,0,41.943,17.5659,10.244,0,4.14,2.5068
2,0,1,54,14,2,1,6,3,Male,60,0,29.9196,10.6288,1.2542,6.965,5.8812,3.7908
1,0,0,12,15,0,1,2,1,Male,65,0,8.8893,4.5549,0.5057,1.73,0.966,1.1598
1,0,0,12,15,1,1,5,2,Male,43,0,14.8472,8.514,0.0838,0.1158,1.8594,1.4184
1,0,1,12,9,1,1,4,0,Male,38,0,13.6572,5.2245,0.048,0.0574,3.588,1.098
0,0,0,15,15,1,1,4,1,Male,31,0,11.6682,6.9185,0.1579,0.02,1.323,0.7032
0,0,0,30,14,2,1,5,2,Female,74,0,10.9842,6.3182,0.0698,0.02,1.3488,0.432
1,0,0,20,12,2,1,5,2,Male,37,0,18.9194,9.5113,0.149,0.114,4.611,1.4718
1,0,0,20,3,2,1,5,2,Male,49,0,19.3805,11.7348,0.13,1.17,2.0808,1.3434
1,0,0,40,2,2,1,4,2,Male,58,0,17.6698,7.2389,0.1282,0.15,4.704,1.0812
1,1,1,35,7,3,1,3,1,Male,67,0,37.106,6.7835,1.7884,0,4.4736,0.7242
0,0,0,33,25,2,1,3,1,Male,54,0,21.854,7.592,0.054,0,2.4168,0.7824
1,0,0,40,26,2,1,7,3,Male,54,0,20.6199,12.2592,0.4457,0.3,1.431,1.674
1,0,0,29,9,0,1,6,0,Male,39,0,12.2713,7.2625,0.0927,0.0535,2.31,0.8202
1,0,0,40,14,2,1,4,1,Male,66,0,16.1963,7.9023,0.3494,0.05,2.442,0.7164
0,0,0,22,11,1,0,6,1,Male,33,0,14.1306,8.6565,0.1039,0.16,1.8804,0.6114
0,0,0,25,11,1,0,4,2,Female,63,0,5.9839,3.5812,0.0428,0.012,0.7122,0.2394
0,0,0,29,15,2,1,5,0,Male,55,1,6.1415,4.8811,0.2213,0.06,1.3902,0.1746
1,0,0,50,21,2,1,1,0,Female,59,0,2.9174,1.6663,0.026,0,0.6,0.111
1,0,0,14,6,2,1,6,1,Male,53,1,9.2399,6.0926,0.0606,0.079,1.0194,0.2118
1,0,0,20,6,2,1,5,1,Male,39,0,10.4633,7.2262,0.0406,0.12,1.1796,0.3
1,0,0,20,5,3,1,4,2,Female,57,0,11.6683,5.0153,0.0212,0.121,1.0548,0.8322
1,0,0,17,22,2,1,5,1,Male,59,0,10.0687,5.7724,0.1018,0.09,2.3472,0.4512
1,0,0,23,37,2,1,2,0,Male,68,0,8.1452,3.5564,0.759,0.25,2.3172,0.2598
1,0,0,35,8,2,1,8,0,Male,31,0,8.9722,6.6817,0.032,0.02,1.623,0.4722
1,0,0,28,15,3,1,6,1,Male,44,0,9.5224,6.6427,0.026,0.0848,2.1438,0.2478
1,0,0,20,10,2,1,5,1,Male,65,0,7.8874,5.7693,0.0241,0.078,1.029,0.1842
1,0,0,54,6,2,1,4,1,Male,63,0,21.276,6.4805,0.2338,0.03,2.1876,1.9584
1,0,0,43,5,3,1,7,0,Male,65,0,31.4739,16.1834,0.4473,4,2.7768,0.8712
1,0,0,17,5,1,1,8,1,Male,44,0,10.1717,7.7194,0.0624,0.2912,0.9426,0.4932
1,0,0,36,7,1,1,9,0,Male,47,0,18.1293,7.196,0.0438,0.3582,1.3764,0.3558
1,0,0,29,10,2,1,4,0,Male,50,0,30.1538,9.9617,0.0168,1.835,1.9224,0.372
0,0,0,15,5,2,1,5,0,Male,22,0,7.428,5.3561,0.0515,0.065,0.825,0.1788
1,0,0,22,8,2,1,5,1,Male,48,0,12.65,6.7646,0.07,0.407,1.4136,1.32
1,0,0,26,3,2,1,3,2,Male,30,0,21.7666,9.1666,0.3304,0.25,2.568,2.6598
1,0,0,32,32,2,1,9,3,Female,62,0,20.6211,12.2827,0.0971,0.0815,2.7618,0.9
1,0,0,22,10,2,1,3,2,Male,30,0,16.9742,8.8877,0.0352,0,2.7336,0.891
1,0,0,25,16,2,1,8,1,Male,77,0,13.4277,5.8216,0.0782,0.1025,1.9224,0.6156
1,0,0,30,20,2,1,8,2,Male,32,0,12.9257,6.9469,0.0356,0.17,2.445,0.9132
1,0,0,25,18,1,1,10,4,Male,58,0,20.9483,13.5702,0.1607,0.131,2.4474,0.7788
1,0,1,22,47,1,1,3,1,Female,78,0,11.299,4.6873,0.4789,0,2.6856,1.2168
1,1,0,40,15,5,1,6,0,Male,42,0,20.214,9.9962,0.1165,4.3415,5.6766,0.8226
0,0,0,15,40,1,1,2,1,Female,78,0,2.9358,1.3848,0.0118,0,1.1058,0.0384
1,0,1,30,25,3,1,4,2,Male,36,0,33.5167,14.0208,0.2301,0.16,3.9858,2.5902
1,0,0,22,35,1,1,6,2,Male,42,0,13.4281,9.7845,0.0252,0.152,1.6908,0.462
1,0,1,40,37,2,1,8,2,Male,37,0,54.0882,23.133,0.5681,4.87,7.362,2.7666
1,1,1,45,32,1,1,2,1,Male,59,0,22.4252,4.319,0.7219,0,9.7704,4.0836
1,0,0,30,40,2,1,2,1,Male,64,0,8.034,5.6463,0.0265,0.195,1.71,0.2172
1,0,0,18,24,2,1,6,3,Male,47,0,13.883,6.6097,0.03,1.1,3.3816,0.993
1,0,1,45,28,3,1,3,0,Female,63,0,22.589,10.9306,4.9405,0,5.2488,0.6456
2,1,1,38,23,1,1,3,1,Male,48,0,45.313,8.344,2.1297,0,4.77,4.7808
1,0,0,26,5,2,1,4,1,Male,46,0,15.031,7.2682,0.02,0.192,3.9786,1.2564
4,4,1,200,15,4,1,9,3,Male,53,0,153.89,52.5265,3.4,6.45,40.3944,8.115
1,0,0,54,30,2,1,3,0,Female,64,0,9.7615,3.4253,0.1412,0,3.8796,0.3282
1,0,0,27,6,2,1,8,3,Male,66,0,11.1876,7.7138,0.216,0.105,1.5816,0.792
0,0,0,45,25,1,1,7,0,Male,63,0,22.176,9.8005,9.745,1.21,2.5248,1.0026
1,0,0,27,14,2,1,5,2,Male,66,0,17.3848,6.7835,1.3207,0.1025,3.2088,0.903
1,0,0,63,15,3,1,6,1,Male,35,0,21.463,9.6846,0.558,0.055,3.0612,0.9354
0,0,0,14,25,2,1,3,2,Male,33,0,14.611,6.4062,0.0363,0,1.8876,0.795
2,0,1,72,5,6,1,4,1,Male,42,0,32.2,13.0348,0.212,14.692,4.5618,1.9752
1,0,1,64,6,1,1,2,1,Male,62,0,14.602,3.5728,3.0604,0,2.5068,1.5474
1,0,0,32,27,3,1,9,4,Male,54,0,19.4644,10.1943,0.01,1.339,1.5336,0.7668
1,0,0,32,8,2,1,7,1,Male,51,0,46.2847,16.9033,0.343,4.2,6.024,2.3592
0,0,0,9,18,2,1,2,1,Male,58,0,26.3158,4.6219,0.14,0.4,2.8704,2.1234
1,0,0,32,12,2,1,5,2,Male,41,0,19.0305,11.648,0.3034,0.28,1.452,1.4484
1,0,0,14,20,2,1,3,1,Male,57,0,16.1541,9.134,0.0605,0.18,2.1138,0.5832
1,0,0,140,40,2,1,4,2,Male,35,0,12.3197,5.4899,0.297,0.1635,1.2654,0.5778
1,0,1,32,13,3,1,4,2,Male,34,0,38.3454,10.2942,0.3708,0.193,5.2464,3.1008
0,0,0,20,6,0,1,1,1,Female,57,0,5.9748,3,0.1003,0,0.642,0.4188
0,0,0,20,3,2,1,2,0,Female,60,0,9.0022,5.0883,0.0683,0,0.864,0.4122
1,0,1,25,28,3,1,9,1,Male,63,0,67.3434,25.8556,0.612,10.575,7.5372,6.3252
1,0,0,17,21,2,1,3,2,Male,47,0,8.697,4.4143,0.0602,0,0.9024,0.7494
1,0,0,26,31,2,1,2,1,Female,73,0,11.6883,3.6937,0.0421,0,2.541,1.1316
1,0,0,16,28,2,1,1,0,Female,74,0,2.5584,0.8361,0.0244,0,0.837,0.0672
2,0,0,10,7,1,1,5,1,Male,45,0,15.1127,9.1994,0.5019,0.152,1.6548,1.776
1,0,0,30,23,2,1,3,2,Male,57,0,13.0339,6.4126,0.0793,0,1.572,0.2412
1,0,0,26,50,3,1,1,0,Female,74,1,7.0531,3.6763,0.883,0,1.149,0.3576
0,0,0,12,8,0,1,5,1,Male,43,0,9.3747,5.4204,0.1397,0.129,1.005,0.513
1,0,0,32,15,3,1,10,3,Male,61,0,34.121,11.1255,1.5013,0,2.1498,2.7894
0,0,0,25,8,2,0,6,2,Male,31,0,12.9644,12.3341,0.265,0.122,1.2522,0.5418
1,0,0,14,9,2,1,5,1,Male,34,0,15.9844,7.3492,0.2245,0.06,2.268,1.599
0,0,0,12,9,2,1,1,0,Female,55,0,2.7413,2.0599,0.0048,0,0.588,0.309
2,1,2,35,15,2,1,3,0,Male,41,0,30.6692,8.7801,0.252,0.252,8.1492,1.5162
0,0,0,100,31,4,1,2,0,Female,80,0,14.5708,6.3299,0.45,0.22,5.6568,0.5178
1,2,1,98,13,3,1,4,3,Male,57,0,63.743,14.9631,0.1791,0,7.6644,3.7212
1,0,0,129,25,3,1,5,1,Female,43,0,21.8563,7.2954,0.0294,0.5,9.3408,0.9912
2,1,1,100,15,4,1,4,2,Male,58,0,27.632,6.356,0.0092,0,13.7358,1.848
1,1,2,100,35,2,1,5,2,Male,59,0,72.92,18.9174,0.954,0,21.7134,2.346
1,0,1,75,15,1,1,7,0,Female,37,0,33.957,15.0472,0.0322,0.5905,9.8208,1.236
1,1,1,100,24,3,1,3,2,Male,34,0,51.5601,12.0226,0.285,0,7.7916,5.0496
1,0,0,48,8,2,1,5,2,Male,50,0,30.5992,10.0752,0.8836,0.3651,8.7132,0.6144
1,0,0,77,20,3,1,2,1,Female,76,0,23.6605,7.424,0.0545,0,12.72,0.5796
1,0,1,120,33,3,1,4,2,Female,69,0,31.2633,8.3691,1.6182,0,8.4462,1.92
1,0,1,30,33,1,1,6,1,Male,45,0,19.3909,10.0687,0.2269,0.2825,5.622,1.1364
1,0,0,75,7,4,1,15,5,Male,45,0,39.5092,24.1786,0.82,0.415,4.143,1.6164
0,0,0,18,3,1,0,1,1,Female,54,0,3.98,1.8072,0.0809,0,1.086,0.5532
0,0,0,70,30,2,1,8,2,Male,51,0,14.58,9.4063,0.0672,0.49,1.488,0.6588
1,1,3,80,25,2,1,6,2,Male,62,0,61.291,15.3469,0.03,2.3,6.4422,0.8448
1,0,1,95,19,2,1,1,0,Male,27,0,32.018,4.2251,0.96,0,3.603,4.5168
0,0,0,75,48,4,1,10,4,Female,65,0,27.1203,9.6848,0.1916,0.075,3.9078,1.7616
2,4,1,100,25,3,1,4,1,Male,65,0,50.678,11.2527,4.147,0.08,5.751,1.7706
3,0,1,59,20,2,1,5,1,Male,55,0,22.887,9.6042,0.157,0,4.2798,1.1058
1,1,1,34,6,1,1,5,1,Male,32,0,13.207,8.7512,0.011,0.2665,1.9026,0.4848
1,0,1,54,20,3,1,6,1,Male,41,0,39.8015,17.8706,0.3695,2.947,3.987,1.3548
1,0,0,25,20,2,1,6,2,Male,85,0,12.009,8.7566,0.012,0.155,1.6308,1.0842
1,1,1,63,15,3,1,8,1,Male,50,0,39.9215,24.107,0.2004,6.277,5.622,1.3572
1,0,0,30,30,1,1,7,4,Female,56,0,14.1277,7.8549,0.0338,0.14,1.17,1.5696
1,0,0,31,6,3,1,6,2,Male,70,0,11.6805,7.9756,0,0.46,2.52,0.5994
0,0,0,40,22,3,0,4,0,Female,43,0,23.188,11.4536,0.76,2,3.5898,1.1682
1,0,0,25,14,1,1,6,1,Male,37,0,9.4918,5.5607,0.0503,0.3079,2.079,0.399
1,1,0,110,20,2,1,4,0,Male,52,1,15.5025,8.6576,0.3694,0.2025,2.664,0.7374
1,0,0,471,23,4,1,4,0,Male,49,1,66.0738,11.4838,0.807,11.97,6.537,1.1442
1,0,1,68,15,4,1,4,0,Male,57,0,11.6055,8.8044,1.1983,0.12,6.1698,0.9204
